GUID String;ClassID;Omschrijving
{E0D4D096-6656-4523-847A-808C9E393A48};ADMIT_WARDPLANTIMES;Opname planningsoverzicht afdeling timespannes
{5B62EF7B-39E4-4577-B42B-8AD089631E41};AGENDA_AFCDTRTP;Trajectsturingtype logic
{DC9215B5-C476-45DD-AEAD-C1AD118BBF49};AGENDA_AFSPCODE;Afspraakcodes
{622A70E8-186C-41A5-B736-B9409D16FDA5};AGENDA_AFSPCODEDEF;Afspraakcodedefinities
{4A3532B6-FADC-4230-BF11-765110180C47};AGENDA_AFSPCODETT;AfspraakCodeTussenTijdLogic
{4809152D-2910-4948-8B5E-702ADAD63967};AGENDA_AFSPPOS;Dagdeelpositiejablonen
{2868AA9B-EE5C-41A3-85DB-A740353E736F};AGENDA_AFSPRAAK;Afspraken
{947ECDAE-B16C-4D74-BF22-0FFB9C656779};AGENDA_AFSPRAAK_B;Basis afspraak-sjablonen
{6F42C874-6CCC-4B87-9D87-58D6FD75DC5F};AGENDA_AFSPRAAK_G;Generieke afspraak-sjablonen
{D8296AD4-4527-4357-B20E-89F5B3E0269D};AGENDA_AFSPRAAK_P;Patiëntgerichte afspraak-sjablonen
{ABD2C80E-4395-432E-A6B9-6C0F1C842CAA};AGENDA_AFSPRAAKRUNOP;Afspraakrunopties
{6A7CC2BE-7D75-400D-8106-A39976FD9508};AGENDA_AFSPRAAKRUNTY;Afspraakruntypes
{10DD9340-F507-4682-AC13-96029168A909};AGENDA_AFSPRAAKSLOT;Afspraakslot
{6B9D5B6F-3347-4B0D-B361-3E5EC417008F};AGENDA_AFSPRAAKSTAT;Afspraakstatus
{6FC89FFD-D952-4C0B-996C-63125CA88913};AGENDA_AFSPRAAKTYPE;Afspraaktype
{27FC137A-9138-45B4-B52A-21C119C6CA9F};AGENDA_AFSPVERROPT;Afspraakcode optionele verrichtingen
{24DB5D2E-28E4-44DB-9ABF-2C9017D2363B};AGENDA_AGCDM;Afspraakcodemogelijkheid
{4F24BE48-C860-46F5-ABB4-B4C114C42E99};AGENDA_AGCODGRP;Afspraakcodegroepen
{09484D05-D3CF-438F-8DFB-7064DEF2ACE7};AGENDA_AGCODGRP_OLD;Afspraakcodegroepen
{4C309B34-05C6-491E-929B-CEA51ED55FD7};AGENDA_AGENDA;Agenda
{A241C56F-5D50-41CB-96D2-ABADE6D56424};AGENDA_AGENDAEXTERN;Externe afspraak
{E48EF2A7-9344-484F-8145-8229A4ACCD40};AGENDA_AGENDAPROD;Agenda production data
{5FE04F3A-331B-46FC-B9E2-013E9BFDE329};AGENDA_AGENDM;Dagmelding
{4D7657E9-903A-4717-B6AA-197DA1E57F5C};AGENDA_AGENDT;Agendadossiertypes
{3612FA9C-6E7C-4724-84F1-DBD27C3A2F68};AGENDA_AGENINFO;Extra patientinformatie bij afspraak
{342B4313-55F6-44DA-A4AA-F38565E61965};AGENDA_AGENLOC;View op de agendalocaties. Deze haalt zijn gegevens uit de locatietabel.
{C4C2C2DE-7456-42C2-8381-4D9EB5224AD3};AGENDA_AGENLOC_OLD;Tabel met de oude agendalocaties.
{C3C2B8C0-35ED-4115-A769-85289544DCDA};AGENDA_AGENUITV;Agendauitvoerder
{1DC731E5-77A2-4027-9CA4-DC31F97E170B};AGENDA_AGGROEP;Logic voor afspraakpatientengroepen
{CFF6479A-24BF-4AFD-98CB-9078C7FCAC76};AGENDA_AGGRPMEM;Logic voor afspraakpatientengroepleden
{40E82DAB-CAF2-47CE-8059-76605C16896E};AGENDA_AGGRPTYP;Afspraakpatiëntgroeptypes
{44856375-F3A7-42E7-B405-790851B8745D};AGENDA_AGLOM;Lokatie mogelijkheid
{AF0D9068-B06C-4DEF-AAA7-8BC77B0BAFFE};AGENDA_AGNWACHT;Toegangstijdbepaling
{4E80E9D7-400E-4664-9B19-2C3CD9E4D118};AGENDA_APPSURCHARG;Afspraak toeslagen koppelingen
{A8EAB5CA-328F-45D3-B9AA-3E24C87CBE0B};AGENDA_BEHAANVRMAP;AgendaBehandelingAanvraagMap
{16752062-5604-40EF-93A7-0FBCF7F870A7};AGENDA_BEHANDELDISC;BehandelingDisciplineLogic
{632544A5-E7D6-45DE-AB79-40F064ADB41E};AGENDA_BEHANDELING;BehandelingLogic
{56CADB95-7284-4F94-B7A1-A57A4E4F6F5D};AGENDA_BEHANDITEM;Onderdeel van een patientbehandeling
{B68FA0C8-04A1-424F-AF44-A09A4FC74D72};AGENDA_BEHANDVITP;AgendaTreatmentViewItemTypeLogic
{A7A12CF7-0E0A-4B61-ABE3-0E7EDA1606E8};AGENDA_BEHDAGDD;AgendaBehandelingDagdeel
{DE46B51D-34E9-444F-84A9-F097BBD6DB71};AGENDA_BEHDISCMAP;Behandel discipline mapping
{0A182317-2470-4BD0-A1BE-2C9B07FE27E5};AGENDA_BEHLOC;View op de behandellocaties. Deze haalt zijn gegevens uit de locatietabel
{38409AB9-22EA-418B-A065-8EF8BCEDBADA};AGENDA_BEHLOC_OLD;Tabel met de oude behandellocaties
{414D5DE2-0820-426B-9037-FE5C371361A5};AGENDA_BEHSTATUS;Status van een Behandeling
{15C42099-9717-40D1-A48D-C3E18C08CB29};AGENDA_BEHTEMPLATE;Blauwdruk voor een uit te zetten patientbehandeling
{D5D67378-2BA6-42E8-A673-CD6B799778AF};AGENDA_BEHTYPE;AgendaBehandelingTypes
{D78BA2CC-881E-463E-921E-9EFFF4D20FAF};AGENDA_BEPALING;Toegangstijdbepaling
{8354EE56-942A-4355-81C5-A0BE3073BBEA};AGENDA_BERICHTOPMAAK;Berichtopmaken
{B660D0A7-DAC1-4196-8A01-625F4C0E3C2F};AGENDA_BERICHTTYPE;Agendaberichttype
{CCF568F1-359F-4E07-9548-BFAB3D823880};AGENDA_BERLOG;Afspraakberichten
{A8023580-15AF-4BE7-8EEF-EC2C5AE3FA0E};AGENDA_BEROPMMAP;Berichtopmaak koppeling
{CD5DCA48-EEF7-4993-B634-D98EB86B2765};AGENDA_BEROPTIE;Afspraakberichtoptie
{67B05F59-0452-4910-93D2-4B9B67B63780};AGENDA_BERREGEL;AfspraakBerichtRegelLogic
{F17DD42E-64BF-42E2-A547-715D0D09CE9F};AGENDA_BHAANVITEM;Agendabehandeling aanvraag item
{E7C5A74E-CD81-45BB-AE90-D8536ACD1A94};AGENDA_BLOCKPATTERN;Blokkadeherhaalpatronen
{7A28E4FB-44B4-41C2-BD4F-8F927B5C59B6};AGENDA_CODEOFCOMB;Plancodes
{9A6B7DFA-04B0-423A-855E-A0007F9953FB};AGENDA_CODEVERRICHT;Afspraakcodeverrichtingen
{77331B9A-DA16-475E-9C08-72A66FA65ED0};AGENDA_CODEVERSOORT;AgendaCodeVerrichtingSoort
{CF8F694F-9FEE-44BC-BAE1-E989A03F3F9F};AGENDA_CODVERTYPE;AfspraakCodeVerrichtingType
{231DC8D1-05F3-4E78-B55B-83F677E27DF7};AGENDA_COMBIMAP;Combimappings
{D919C0F0-25E0-4A76-908B-BE815FD1BE0A};AGENDA_COMBINAT;Combinatie van afspraken
{81936D04-ED66-4175-8D11-1B7594A9A573};AGENDA_CONSMAPTYPE;Consultmappingtypes
{C99CF0C5-53FD-4CDE-BDCF-4D141D0A16A9};AGENDA_CONSTYPEVERR;ConsultTypeVerrichtingLogic
{D6FD145B-EAE0-4E50-A509-F94E4205C044};AGENDA_CONSULTTYPE;Consulttypes
{AFEF16B0-98F4-46DF-93F3-2F26BAFD10CE};AGENDA_CONTACTTYPE;Contactwijzen
{6CC1EA86-2D63-46CD-AA0B-561FE9C37C42};AGENDA_DAGBAFSPCODE;Dagbehandelingafspraakcodes
{1F1BC6EF-3550-470B-9DEE-81A72F4E14AD};AGENDA_DAGBEHANDEL;Dagbehandelingen
{B0A18801-FEE7-4E20-8032-8689F9C58387};AGENDA_DAGBEHSTAT;Dagbehandelingstatussen
{2A63D89B-040F-4B2E-8153-4A2728944E38};AGENDA_DAGBREKREG;DagBehandelingRekenRegel
{BA86C369-20A4-44B0-9CA9-9B37D65F2EEF};AGENDA_DAGBWACHTL;DagBehandelingWachtlijstMappingLogic
{C3511D8D-E93E-4741-85F6-1794379A2649};AGENDA_DAGDEEL;Programma's als dagdelen
{4B852B0A-B187-428D-A3B1-E56EEFE54318};AGENDA_DAGDEEL_OLD;Dagdelen (oud)
{12968BC1-3841-4767-953E-9BCB11F443B2};AGENDA_DAGVDWEEK;DagVanDeWeek
{B28965D4-6660-4800-99B3-C39D3A6BC3BD};AGENDA_DDPOS;Programmaonderdelen als dagdeelposities
{4A6EA8D5-5BB9-470D-80EA-AE2676FE84D6};AGENDA_DDPOS_OLD;Dagdeelposities (oud)
{68C8233D-5253-43B0-AB58-E41B0835D7A7};AGENDA_DDPOSAFSPCODE;Info voor afspraakcode per dagdeel
{FD2CAB09-7EF8-484B-B4AA-21F98840BE33};AGENDA_DDPOSPATTYPE;Dagdeelpositiepatienttypes
{ACA96B3C-C38B-4DB8-87EA-20D85F98EB69};AGENDA_DDPOSTYPE;DagdeelPositieType
{26C66D9C-A28F-4A64-A6D8-22E9F93ABAEE};AGENDA_DOSSIERSVRGN;AgendaDossiersAanvragen
{C53B7AAA-5C5C-4650-B747-5F0C98F85E52};AGENDA_EPBSTATUS;EPBStatus
{AF1250D4-0143-47C4-B497-4A5B05392D8B};AGENDA_EXCHSYNC;Agenda exchange synchronizers
{27E85AC3-49D1-4726-B0D2-715A58B97D58};AGENDA_FACTUURSTATUS;Agendafaktuurstatus
{4D4C1687-0A0E-4430-993E-0CA0EFE99284};AGENDA_FAKTINFO;AgendaAanleverInfoLogic
{100CD958-B07F-4368-9D4C-B8602495F067};AGENDA_FIATLOCK;Fiatteringslocks
{6DE68288-2959-4367-8459-CC99851C6E81};AGENDA_GROEPBEHTPL;GroepsBlauwdruk voor een uit te zetten patientbehandeling
{23FA5DD6-C94A-4AD9-9640-5164D330AD85};AGENDA_GROEPMAP;Logic voor GroepsAfspraken
{9484FE27-D67D-4D29-9862-28C654A9A729};AGENDA_GROEPSGESL;Groepsgeslacht
{B6A836CC-3F44-41E8-BE48-198BDBF9ABEE};AGENDA_GRPEXTENDINFO;Automatisch verlengen groepsafspraken
{FEAAF778-4E75-4087-961E-783B319927DE};AGENDA_HCACTOVERVIEW;Thuiszorg activiteitenoverzicht
{E66B0F6B-973F-43B3-9462-F31013841633};AGENDA_HCROUTE;Routesuggestie
{D6C6B29B-C8FB-4C3D-8A52-A5511E8B17CA};AGENDA_HCSHFTSEGMENT;Dienstsegmenten
{6823422C-525D-41BD-9984-98CE3D4F9E6B};AGENDA_LAZRSTATUS;LAZRStatus
{F63CBA92-F320-4835-A846-BDE40232A429};AGENDA_MEMBSURCHARG;Groepslid toeslagen koppelingen
{B8F0B7F5-84BA-4269-80C1-252F4BC52C61};AGENDA_MUTATIE;Logic voor afspraakmutaties
{7FBCD223-B968-4405-8AA4-EA134FEC7378};AGENDA_MUTATIEREDEN;Mutatiereden
{D66C85BD-1C13-43B7-8C2F-8EE36AF00B47};AGENDA_MUTATIETYPE;Afspraakmutatietype
{F70FEF83-4C69-4DD1-A1B3-B7B6BE54B0CB};AGENDA_MUTREDENCAT;Verplaatsingsredencategorie
{2AB050AB-4835-4FF7-9511-67E450F0F9C7};AGENDA_MUTREDENMAP;Mutatieredenmapping
{812E6AD5-1B3D-4D26-851D-A0595CF65C82};AGENDA_ORDINF;Wachtlijst order informatie
{6886FDBE-622D-4F7C-B791-83D506173B42};AGENDA_PATPLANOPT;Planoptie voor patient
{B5C12F20-C002-46F2-B2D3-E59A1055E77B};AGENDA_PATVERHINDERD;PatientverhinderingLogic
{FD4E54AC-37B3-4477-A619-89B17192B405};AGENDA_PCAFSP;Plancombinatieonderdeel
{93516274-769E-49CE-9076-7D9D6491ADD8};AGENDA_PCLOCMAP;Mapping tussen een plancombinatieonderdeel en en locatie
{FBE0BA0C-299A-4065-912B-5B0E2E3A59EC};AGENDA_PLANCOMB;Plancombinatie
{0D010547-7266-4F71-8214-694F8B8997EC};AGENDA_PLANDEF;Plandefinitie
{8639BE88-92C6-4EEA-B549-5D45848D4277};AGENDA_PLANMOGELIJK;Planmogelijkheid
{2D23CB97-66AA-4DC4-B658-8A11450AE820};AGENDA_PLANPARAM;Planparameter
{3226BA13-26E9-4D2A-A7E7-3C6C93A44643};AGENDA_PLANRESULT;Planresultaten
{960C47AE-5539-4B41-8FEA-383BCF4572CE};AGENDA_PLATFORMCODE;Platformcodes
{9992B80D-A02F-4998-B584-ECAE66BD9DB2};AGENDA_POSLOCK;PositieLockLogic
{E35BB9BE-DC8D-4192-B9DC-48A787131AE7};AGENDA_PRCALCTYPE;Zorgsoort voor verrichting berekening
{8742633B-AD75-4107-A8E1-1347FD952692};AGENDA_RASTER;Programma's als rasters
{2F3B1038-1EA6-45A0-A8DD-7E118636BE24};AGENDA_RASTER_OLD;Rasters (oud)
{69A0CB43-52C8-4EDB-80C5-32A59E47208A};AGENDA_RASTERCONFIG;Berichtopmaak koppeling
{95CC82F5-5F78-43EC-993E-CCEFAFC8F5E1};AGENDA_RASTERDEF;Rasterdefinities
{46C807B7-B76D-408C-93CB-8CDEF0A2C75D};AGENDA_REMINST;Aanleverinstanties
{9F67AC2C-DE3F-4626-AE3F-58C05CD81CBD};AGENDA_REPITITIEDEF;Repetitiedefinities
{CBD17665-7D9F-47B5-9E5B-E9F9DA8189F8};AGENDA_REPUITZ;Repetitieuitzonderingen
{8FFBE075-4A31-481F-A759-F14ACD918162};AGENDA_RESOURCETYPE;Resourcetypes
{1E961E55-6956-422F-8E38-51B7D9D864D3};AGENDA_RUNBEST;Afspraak aanlevering
{8CAE5872-9AAB-496C-9FFB-0EC313AD014F};AGENDA_RUNOVERZ;Afspraak aanlevering
{6E5478C6-5911-4AAC-B080-8E1BE7775B6D};AGENDA_RUNSTAT;Afspraak aanlevering
{8F02D6B0-3EB4-44C0-BFF3-F8B0D592AAD8};AGENDA_SETTINGS;Agenda instellingen
{E96B4023-3C9C-4001-BD14-C88BA9F4F35D};AGENDA_SPECIALISMEN;Specialisme van een agenda
{132E6024-7032-4F0A-8FEC-3E1FB75A397A};AGENDA_SPREEKUURTIJD;Registratie spreekuurtijden
{591E7DA7-9A77-4363-9622-E74E15B72257};AGENDA_SUBAGEND;Subagenda's
{58E19F28-4A4E-4E8B-9E7D-7EF94A65CBD6};AGENDA_SUBAGENPROD;SubAgendaproductiedata
{3298DD96-8845-4AE9-B564-106B5CAFFFB2};AGENDA_SUBAGLOKMAP;Subagendalocaties
{5E35F9AC-1AD8-4EE8-A8FC-96981B4B329D};AGENDA_SUBMAP;SubAgendaMapping
{FBD62E69-61DF-4A62-918D-041CFA839ABE};AGENDA_SUBWACHTTYPE;Types voor bepalen wachttijd subagenda
{5066A94B-EE04-4E6E-B5C8-B93032CD3039};AGENDA_SURCHARGE;Toeslagen
{04FFC5D1-7DF7-4F47-AA4C-5872B4FBBBF2};AGENDA_TERMIJN;Termijnen
{57F88DD9-A658-4C60-8A50-4BFFB883B2FF};AGENDA_TERMIJNTYPE;Termijntypes
{62F4D2F6-DA1F-405C-99D1-B759AC798414};AGENDA_TRACKOPT;Agenda tracking opties
{DC52327A-3625-4EC9-A611-ED466E7B21EB};AGENDA_TREATITEMPL;Agendabehandelingsitemsjablonen
{04F05265-A1FF-462A-9505-752EAAF1361C};AGENDA_TREATMTEMPL;Agendabehandelingsjablonen
{7D8D6F1D-B1FE-4815-ADF4-E92B56E3F9B9};AGENDA_VERWK;AgendaVerwijsKaartOverzichten
{3F6E5A58-B9BC-4F36-8212-5F51B5AE244E};AGENDA_VERWKAAR;AgendaVerwijsKaarten
{3900A9C8-F0A1-4A8F-9695-98EDC11CB7DD};AGENDA_VERWKAARTRED;VerwijskaartRedenOntbreken
{0562D28E-ECB6-4B2C-83F8-D693903DD67C};AGENDA_VERWKAARTSTAT;VerwijskaartStatus
{C8795035-4927-424E-A000-62C87E5E1DBE};AGENDA_VERWKAARTTYPE;VerwijskaartType
{B50CEE4E-C992-4090-820B-AB58AE5E650B};AGENDA_WACHTCOMBI;WachttijdCombi mapping
{4FE8D69C-F15E-4CC3-AA12-9CDCDEF9E967};AGENDA_WACHTCONSMAP;Wachttijd consulttype mappings
{008CB15A-672E-4F74-A8EC-E2592755258E};AGENDA_WACHTITEM;AgendaWachtlijstItemStatus
{E3BE9C75-67AB-4933-8B8C-B982B3EADFDE};AGENDA_WACHTLAFSP;WachtlijstAfspraakMappings
{6D97D2B2-0DE7-449D-A6F4-0635A921B9A6};AGENDA_WACHTLOCMAP;WachttijdLocatie mapping
{2BCEF0A2-1E88-442D-868F-05BBFFDBE5AC};AGENDA_WACHTSJAB;Wachttijdsjabloon
{39F52BFF-E95A-4904-81A7-FED3CF1391AA};AGENDA_WACHTSTAT;AgendaWachtkamerStatus
{EA9F07C8-63FB-44C1-B3C5-BA116105F91C};AGENDA_WACHTTYD;Wachttijddetail
{826D08D9-A7B1-479C-B62F-E042D9A9622B};AGENDA_WERKWEEK;Werkweken
{1D6E2355-C27A-400B-9FB6-C048F015AD26};AGENDA_WWDEEL;Werkweekdeel
{D5091381-C11C-44D4-A071-92E2B7D3A2A1};ALLERGIE_ALLERGIE;Allergieën en bijwerkingen
{09FB6E6F-5737-4E0D-8AA2-74DA57F51EBB};ALLERGIE_CATEGORIE;Causaliteitscategorie
{8D57FCC8-3B1B-4C3B-B790-9ABEE6418E92};ALLERGIE_CAUS;Causaliteitslogic
{4B3FDBA5-AE1E-4188-BA2B-C36456B1E79A};ALLERGIE_CAUSMETH;Causaliteitsmethode allergieën
{C71D708E-5209-40B5-8467-E808AF43E387};ALLERGIE_COMB;Gecombineerde allergie
{FC12187C-DC64-44E4-ACBC-12E0920A5091};ALLERGIE_ERNST;Allergie-ernstlogic
{A9446813-4B14-4D95-8746-84D87428A416};ALLERGIE_EXTALLER;Externe allergie
{B5662728-56BF-4EF4-B5BF-119BE9818FA7};ALLERGIE_MAPPING;Allergieconversiemappings
{7A27EBA2-D332-4FCE-B64F-367CC35FD852};ALLERGIE_MAPTYP;Allergieconversietype
{95BD9C73-53BC-4C84-B0D0-261A75DC27AA};ALLERGIE_RELEVANT;Relevantie van allergie
{01DEBBDE-E701-4665-9E47-AF2C86D89763};AMBULANT_ACTIVERUN;Actieve ambulantruns
{B7D61D18-0ECB-4E36-A811-A5107CC32C67};AMBULANT_AMBVERS;Ambulant-versie
{29069B91-FE54-42CB-8CA6-16083802D1E5};AMBULANT_AMBVERS_OLD;Ambulantbron_oud tbv conversie
{2A5FA237-D32C-41FE-9959-B914036906CA};AMBULANT_CNTXTBJCNFG;Contextobject-configuraties
{3B418C16-81A0-48E3-B350-40D2A626F180};AMBULANT_FAKTBEST;Faktuur output-bestand
{29CA5966-8406-40E2-90B1-D6AD0DFCFB68};AMBULANT_FAKTOVER;Faktuurrun
{E5FAB01E-EC02-4D01-80DA-8F6552BF6FFE};AMBULANT_FAKTSTAT;Faktuur status
{14F34898-B38F-4703-80BB-FF1E0E86C14C};AMBULANT_FAVORITES;Favorieten
{38A7871D-DCCD-4E6C-9510-D09845AA8606};AMBULANT_MAPPING;Veldpadmapping logic
{13DA5096-99AF-43CB-80BC-2A72CCECB9DE};AMBULANT_MAPPINGTYPE;Veldpadmappingtypes
{1DD0D483-7B53-43DE-9C9A-D57C01EE2628};AMBULANT_PATSERIE;ObjectLogic(TimpCS_AmbulantBehandelserieLogic)
{6C21064F-DED7-403A-B70F-85E25BB0DE1F};AMBULANT_SETDRG;Ambulantbron-trajectsturing
{EBC7D207-5CD7-4ABF-8FB5-656CB6636DBB};AMBULANT_SETTING;Ambulantbron-instelling
{AE5FCDCB-7D7B-42D4-A664-4B21ABE89911};AMBULANT_SJABSUBITEM;Sjabloonvervolgverrichtingen
{09078EDE-7548-42C3-B22D-87A7357288AA};AMBULANT_SPECGRP;Specialisme groepscode
{1AAC3658-CAC7-418C-9EAA-942F985AEFF3};AMBULANT_SPECVERR;Geldige specialisme/code combinatie
{4BC30E51-028D-44A1-A865-0718FC012480};AMBULANT_SYSVARS;Systeemwaarde variable
{878CB024-24FD-4364-A5EA-97617952A63F};AMBULANT_VARIANT;Ambulantbron-variant
{1B5E9FDE-CEFD-4ADD-9EFD-367BD7506E5B};AMBULANT_VERRASS;ObjectLogic(TimpCS_AmbulantAssistentieVerrichtingLogic)
{894303BF-3319-46A7-8A96-A231E887DA22};AMBULANT_VERRGGZ;GGZ-Verrichting informatie
{ACF15428-6CF4-4BFD-AF75-14E69443CEDD};AMBULANT_VERRICHT;Ambulant verrichting
{CBD1D34F-711D-4FDA-9548-0CCDEA7D7EC6};AMBULANT_VERRMED;Medicatieverrichting
{82DA0637-2ECC-44B2-85BD-F60426F0E187};AMBULANT_VERRSEC;Ambulant secundaire verrichtinglogic
{5F70A766-733A-4044-A2A2-677F4E1EF1B9};AMBULANT_VERRSITM;Verrichting sjabloon item
{983E392A-B166-4794-A48B-B0716F584D7C};AMBULANT_VERRSJAB;Verrichting sjabloon
{5229638B-6CEB-43FB-81CB-BB7269BB9090};AMBULANT_VERRSJGR;Verrichting sjabloon Groep
{B622E71F-6F56-426F-911A-FD6296683114};AMBULANT_VERRTAND;Tandheelkunde
{FD41776E-5D7F-46BD-AECE-B7D22066EE81};AMBULANT_VERRVIEW;Ambulant verrichting view logic
{96AC8DB9-9A80-4B04-9FEA-B7AE99C0D4C3};AMBULANT_WORKLIST;Werklijst verrichtingenregistratie-fouten
{F01EEA8D-045E-44E4-ADC6-1C1487BEB834};APOBER_ABSCA;Opties om scannen over te slaan
{11539493-0E56-49F3-8C42-23B8ED9D3B53};APOBER_APOAFRSRT;AfrondingSoort
{73155740-316C-4948-A95F-FEB53E6474E4};APOBER_ART_DENSITY;Dichtheid gegevens van geneesmiddelen
{97EFF448-C0EA-4FDD-B955-7C688E30D5C2};APOBER_BERAFROND;Afronding
{C0FA54DB-4F8F-4774-9460-5AA2694AE1D8};APOBER_BERAFRSTP;Afrondingstap
{B9CC0302-6C39-4477-926E-1AE0E7A806E7};APOBER_BERGRD;Grondstof
{FD15946B-9768-4C35-B5ED-0CCC4671E4E3};APOBER_BERLEFT;Bereiding restjes
{44396F21-4DD8-4CB4-AC78-FFBA451976D2};APOBER_BEROP;BereidingOpdracht
{B96A0787-6EC2-4E06-9EE5-D5A8A2FC2485};APOBER_BEROP_BEROP;Koppeltabel voor bereidingsopdrachten
{9EC8AE69-3996-43DA-951D-0A3AFA079F47};APOBER_BEROP_MUT;Mutatie van bereiding
{6DFB1A52-F577-4712-812D-60273C0B8B06};APOBER_BEROPAV;DeliveryForms
{B8025EED-3CA1-4AE7-848F-2C23011946C3};APOBER_BEROPDC;Bereiding charges
{5A882EE3-C2F0-4239-AD10-59A318E704D9};APOBER_BEROPSPC;Geclusterde bereiding charges
{C2B401BC-C25E-4990-B3C0-A0624FF47C4B};APOBER_BEROPSTAT;OpdrachtStatus
{9D769E03-C626-4C1A-ADA7-652F0D3E0A7A};APOBER_BERPATCHG;Patient charge
{27BA428F-683A-4D1E-B9D9-94E8F8C53C76};APOBER_BERPRKPROT;Ingredient
{B3B613E5-5428-409C-8A5B-0853DF72DB92};APOBER_BERPROT;Protocol
{C869F691-4AF7-46C4-AEBE-30D3BEBA9A30};APOBER_BERPRSTAT;ProtocolStatus
{F51D828A-A70D-4E94-9E28-FD9130638838};APOBER_BERPRTYP;ProtocolType
{D1C5581A-A633-45B6-B3B1-F20C20A1D9F3};APOBER_BERSOOINF;SoortInfuus
{4E74AEBF-F703-4922-8C92-BA4476DFE20B};APOBER_BERSRTTXT;Soort tekst
{7A330DA8-2A1E-4776-BBD8-3C4BE82BFFF5};APOBER_BERTEKST;Tekst
{0E8FBB1F-47C1-439C-AE77-5F69C3FD2DD3};APOBER_BERVERKZ;Verpakking
{C8AABC61-DAB6-48CB-A1D1-6065CFF4DBA3};APOBER_CATEGORY;Soort bereiding
{D44F22AA-42A7-4B04-B574-10BFF4F8E153};APOBER_CHARGE_MOR;Wijze van registreren
{68797B56-6836-46DB-A1D5-4282163CC10C};APOBER_CHECKOPTION;Mogelijke opties voor de tweede controle
{FD01DD30-C127-42DB-9A47-F6E7B3C7377B};APOBER_CHGTYP;ChargeType
{C88B5550-2E5D-49A2-A8DE-14B9AFF225B0};APOBER_DEFAULTSTEP;Tabel voor het inrichten van standaardstappen om te gebruiken bij het inrichten van protocollen
{E7C194DF-639B-448D-87F5-5CA236BD4B4A};APOBER_DENS_CATEGORY;Dichtheid voor soort artikel
{1EF36FCC-235C-4D53-8E0F-63C699475FEA};APOBER_DENSI_STATUS;Status aanduiding van een dichtheid middels een icoon
{E96BB228-16C3-46A9-9FB8-6F9D368E2909};APOBER_INGDATA;Ingredientdata
{B4006727-A7CF-48F3-9640-80F732EDA137};APOBER_INGUNT;IngredientUnit
{154B2C8B-AC26-4C61-82B1-9FA8018914A3};APOBER_LOGCOMPL;LogisticCompletion
{1BD17C1E-DDDA-449B-9464-3B73D2628CA5};APOBER_MUT_STATUS;Status aanduiding van een mutatie middels een icoon
{5BA497BD-14B1-4F87-8099-63B0C648755D};APOBER_MUT_TYPE;Type aanduiding van een mutatie
{4376AFD9-55BC-4E52-BFA4-58C1EEC259D9};APOBER_PCKLSTITEM;Verzamellijst items
{55B62018-B2B4-4257-9145-6F94B445A554};APOBER_PERDEVDUR;DeliveryForms
{03915465-E6E9-4EBD-87B8-5AB03BC55A67};APOBER_PERF_ANALIZE;Analyse uitvoeren
{98DDAD42-A99A-458C-AB07-D75697F7C680};APOBER_PICKLIST;Verzamellijst
{2C94A5A7-7A06-474E-A88A-8463A322B002};APOBER_PPT;PharmacyPreparationMethod
